Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Alemania,Arquitectura y Monumentos,Rococó,25,Completado,,Schloss Bruchsal,Schloss Schwetzingen,Schloss Nymphenburg,Schloss Würzburg,Schloss Ludwigsburg,Schloss Herrenchiemsee,Schloss Charlottenburg,Schloss Sanssouci,Schloss Pommersfelden,Schloss Schleißheim,Schloss Schleusingen,Schloss Bensberg,Schloss Gernrode,Schloss Hohenburg,Schloss Göttingen,Schloss Lichtenstein,Schloss Rastatt,Schloss Hohenheim,Schloss Dachau,Schloss Neuburg an der Donau,Schloss Marienburg,Schloss Hohenberg,Schloss Ruppin,Schloss Hohenstein,Schloss Lauenstein
Alemania,Arquitectura y Monumentos,Neoclasicismo,25,Completado,,Templo de la Victoria (Viktoria- und Siegesdenkmal) en Berlín,La Casa del Rey (Königsbau) en Potsdam,El Palacio de Sanssouci en Potsdam,El Monumento a la Libertad en Berlín,El Palacio de la República (Reichstagsgebäude) en Berlín,El Teatro Nacional de Berlín (Berliner Staatsoper),El Museo de Antigüedades de Berlín (Altes Museum),El Palacio de Justicia de Berlín,La Iglesia de San Nicolás en Berlín,El Monumento a Friedrich Schiller en Weimar,El Palacio de Weimar (Weimarer Schloss),La Casa de Goethe en Weimar,El Teatro de Weimar (Weimarer Theater),El Palacio de la Corte de Dresde (Dresden Hofkirche),El Palacio de la Corte de Dresde (Dresdner Residenzschloss),El Monumento a la Libertad en Dresde,La Iglesia de San Juan en Dresde,El Palacio de la Corte de Múnich (Münchner Residenz),El Teatro de la Corte de Múnich (Bayerisches Staatstheater),El Palacio de la Corte de Múnich (Münchner Residenz),El Monumento a la Libertad en Múnich,La Iglesia de San Pedro en Múnich,El Palacio de la Corte de Hamburgo (Hamburger Rathaus),El Monumento a la Libertad en Hamburgo,La Iglesia de San Nicolás en Hamburgo
Alemania,Arquitectura y Monumentos,Romanticismo,25,Completado,,Castillo de Neuschwanstein,Catedral de Colonia (restauración romántica),Castillo de Hohenschwangau,Castillo de Linderhof,Castillo de Marienburg,Castillo de Eger,Castillo de Wartburg,Castillo de Hohensalzburg (influencia romántica en su restauración),Castillo de Altenburg,Castillo de Babelsberg,Castillo de Branitz,Castillo de Pillnitz,Castillo de Sonnenstein,Castillo de Schloss Friedrichshof,Castillo de Schloss Reinhardsbrunn,Castillo de Schloss Schönborn,Castillo de Schloss Tegel,Castillo de Schloss Lichtenstein,Castillo de Schloss Bärenfels,Castillo de Schloss Rastatt,Castillo de Schloss Hohenburg,Castillo de Schloss Gudensberg,Castillo de Schloss Riegenroth,Castillo de Schloss Hohenstein,Castillo de Schloss Münster
Alemania,Arquitectura y Monumentos,Realismo,25,Completado,,Reichstagsgebäude (Edificio del Reichstag) en Berlín,Museo de la Ciudad de Berlín (Berliner Stadtmuseum),Puente de la Constitución (Bundesbrücke) en Berlín,Catedral de Santa María de Königsberg,Palacio de Schönhausen en Berlín,Castillo de Neuschwanstein en Baviera,Catedral de Colonia (Kölner Dom),Museo de la Historia de Alemania en Berlín,Estación Central de Hamburgo (Hamburger Hauptbahnhof),Palacio de la Cultura en Berlín,Museo de Arte Moderno de Düsseldorf (Kunstsammlung Nordrhein-Westfalen),Catedral de Magdeburgo,Catedral de Freiburg im Breisgau,Castillo de Hohenschwangau,Museo del Ferrocarril de Nuremberg,Palacio de la Residencia en Würzburg,Museo de la Historia del Transporte en Leipzig,Catedral de Münster,Castillo de Linderhof,Museo de la Historia de la República Federal de Alemania en Bonn,Estación de Ferrocarril de Frankfurt am Main,Catedral de Trier,Palacio de la Justicia en Karlsruhe,Museo del Ferrocarril de Hannover,Catedral de Wittenberg
Alemania,Arquitectura y Monumentos,Impresionismo y Post-Impresionismo,25,Completado,,Fachada del Museo de Arte Moderno de Berlín (Berliner Philharmonie),Casa de los Artistas en Darmstadt (Mathildenhöhe),Palacio de la Ópera de Berlín (Berliner Staatsoper),Estación Central de Berlín (Berlin Hauptbahnhof),Catedral de San Nicolás de Leipzig,Casa de los Tres Hermanos en Munich (Haus der Drei Brüder),Museo de Historia de la Ciudad de Hamburgo (Hamburger Kunsthalle),Catedral de Colonia (Kölner Dom),Castillo de Neuschwanstein,Museo de Arte Contemporáneo de Kassel (Fridericianum),Museo de Arte Moderno de Düsseldorf (Kunstsammlung Nordrhein-Westfalen),Casa de los Artistas en Weimar (Weimarer Kunstlerkolonie),Estación de Ferrocarril de Frankfurt am Main,Catedral de Münster,Palacio de la Corte de Würzburg,Casa de los Artesanos en Nuremberg (Haus der Künstler),Museo de Arte de Mannheim (Museum für Moderne Kunst),Catedral de Freiburg im Breisgau,Castillo de Hohenschwangau,Museo de Arte de Augsburg (Augsburger Kunstverein),Palacio de la Corte de Stuttgart,Catedral de Ratisbona (Regensburg),Casa de los Artesanos en Heidelberg,Museo de Arte de Dresde (Staatliche Kunstsammlungen Dresden),Catedral de Münster
Alemania,Arquitectura y Monumentos,Modernismo,25,Completado,,Fachenhäuser in der Kölner Altstadt,"Villa Tugendhat en Brno (aunque fuera de Alemania, diseñada por Mies van der Rohe)",Fagus-Werk en Alfeld an der Leine,Bauhaus-Universität Weimar,Hufeisensiedlung en Berlín,Neues Museum en Berlín,Deutscher Werkbund-Ausstellung 1914 en Cologne,Schloss Bensberg (reconstrucción modernista),Haus am Horn en Weimar,Stadthaus en Berlin,Haus der Deutschen Kunst in München,Kunstgewerbemuseum en Düsseldorf,Kaiser Wilhelm Memorial Church en Berlín,Museum für Moderne Kunst en Frankfurt am Main,Haus der Kunst en Múnich,Bauhaus-Archiv en Berlín,Neue Nationalgalerie en Berlín,Kulturforum en Berlín,Stadion des Sports in Leipzig,Kulturhaus in Essen,Stadthalle en Stuttgart,Friedrichshain-Kreuzberg-Museum,Zollverein Coal Mine Industrial Complex en Essen,Bauhaus-Gruppe in Dessau,Haus der Kunst in Núremberg
Alemania,Arquitectura y Monumentos,Vanguardias,25,Completado,,Fachenhäuser der Bauhaus in Dessau,La Casa de la Cultura (Kulturpalast) en Dresden,El Palacio de la República (Palast der Republik) en Berlín,La Torre de la Radio de Berlín (Fernsehturm Berlin),El Edificio de la Ópera de Berlín (Berliner Staatsoper),El Museo de Arte Moderno de Berlín (Museum für Moderne Kunst),La Casa de los Arquitectos (Architektenhaus) en Darmstadt,El Centro de Convenciones de Hannover (Hannover Messe),La Estación Central de Frankfurt (Frankfurter Hauptbahnhof),El Edificio de la Exposición Internacional de 1937 en Berlín,El Palacio de la Exposición (Haus der Kulturen der Welt),El Monumento a las Víctimas del Holocausto en Berlín,El Puente de la Ciudad (Stadtbahnbrücke) en Leipzig,El Edificio de la Compañía de Seguros Allianz en Munich,El Centro de Artes Escénicas de Stuttgart (Staatstheater Stuttgart),La Casa de la Cultura de Halle (Kulturpalast Halle),El Edificio del Parlamento de Brandeburgo (Landtag Brandenburg),El Centro de Exposiciones de Núremberg (Nürnberger Messezentrum),La Estación de Ferrocarril de Karlsruhe (Karlsruher Hauptbahnhof),El Centro de Innovación Tecnológica de Aachen (RWTH Aachen),El Edificio de la Universidad de Colonia (Universität zu Köln),El Centro de Arte Contemporáneo de Düsseldorf (Kunstverein Düsseldorf),El Museo de la Ciudad de Bremen (Bürgermeister-Müller-Haus),El Teatro de la Opera de Essen (Opernhaus Essen),El Edificio de la Sociedad de Artes y Oficios de Mannheim
Alemania,Arquitectura y Monumentos,Arte Moderno y Contemporáneo,25,Completado,,Fachenhäuser der Neuen Vahr (Hannover),Bundeshaus de Bonn,"Museo Guggenheim Bilbao (diseño de Frank Gehry, aunque en España, influyó en Alemania)","El Palacio de la República (Berlín, reconstrucción moderna)",El Edificio de la Casa de la Cultura (Dresden),La Torre de Televisión de Berlín (Berliner Fernsehturm),El Centro de Convenciones de Hannover (Hannover Messe),El Museo de Arte Contemporáneo de Düsseldorf (K20),"El Teatro Nacional de Berlín (Berliner Staatsoper, remodelación moderna)",El Puente de la Ciudad de Hamburgo (Elbphilharmonie),"El Edificio de la Cámara de los Diputados (Reichstagsgebäude, renovación de Norman Foster)","La Estación Central de Frankfurt (Frankfurter Hauptbahnhof, remodelación contemporánea)",El Museo de Arte Moderno de Frankfurt (MMK),El Centro de Arte y Cultura de Kassel (documenta-Halle),El Centro de Innovación y Tecnología de Stuttgart (Stuttgarter Technologiezentrum),El Edificio de la Oficina de Correos de Leipzig (Neue Post),"El Centro de Arte Contemporáneo de Múnich (Haus der Kunst, reforma del siglo XXI)","El Museo de la Historia de Alemania (Deutsches Historisches Museum, Berlín)",El Centro de Artes Escénicas de Colonia (Kölner Philharmonie),"El Edificio de la Universidad de Freiburg (Freiburger Universität, nueva construcción)",El Centro de Innovación de Heidelberg (Heidelberger Innovation Center),"El Parque de las Artes de Essen (Grugapark, remodelación moderna)",El Edificio de la Biblioteca Pública de Dresde (Staats- und Universitätsbibliothek Dresden),El Centro de Cultura y Conocimiento de Bremen (Bremische Landesbibliothek),El Centro de Arte y Arquitectura de Weimar (Weimarer Kulturzentrum)
Bélgica,Pintura,Antigüedad (Romana/Griega),25,Completado,,La batalla de los celtas contra los romanos,El triunfo de Roma en las Galias,La llegada de los romanos a la región belga,El templo de Mars en Nimega,Los druidas en el bosque de Ardenas,La ciudad romana de Augusta Treverorum,El mercado romano en Tongres,La vida cotidiana en la provincia romana de Belgica,El acueducto de Dinant,Los gladiadores del anfiteatro de Tienen,La procesión religiosa en honor a Júpiter,El viaje del emperador Augusto por las Galias,La construcción del camino romano entre Bruselas y Cambrai,El sacrificio de los prisioneros celtas,La escultura funeraria de un soldado romano en Bélgica,La batalla de la colina de Alesia (representación romana),El retrato del general romano en la frontera belga,La agricultura en la Galia romana,La vida en una villa romana en el valle del Sena,El culto a Minerva en la ciudad de Namur,La guerra contra los partos desde el punto de vista romano,La navegación en el río Escalda durante la época romana,"El mercado de esclavos en la ciudad de Lutecia (actual París, pero con influencia belga)",La representación del dios Cérès en la región belga,La fundación de la colonia romana de Bavay
Bélgica,Pintura,Arte Medieval (Románico),25,Completado,,La Virgen de la Candelaria,El Martirio de San Sebastián,La Adoración de los Reyes Magos,El Juicio Final (Cúpula de la Catedral de Lieja),"La Crucifixión en el Pórtico de la Catedral de San Bavo, Ghent",La Virgen de la Misericordia,El Ángel de la Resurrección (Catedral de Tournai),"La Escena del Paraíso (Pintura mural de la Abadía de Saint-Bavo, Ghent)","San Pedro y San Pablo (Retablo de la Iglesia de Saint-Géry, Bruselas)","La Virgen con el Niño y los Santos (Iglesia de Saint-Martin, Liège)",El Martirio de San Andrés,La Transfiguración de Cristo,"El Retablo de San Juan Bautista (Iglesia de Saint-Quentin, Cambrai)",La Virgen de la Piedad (Catedral de Namur),San Juan Evangelista en Patmos,La Crucifixión con la Virgen y San Juan,"La Resurrección de Lázaro (Mural de la Iglesia de Saint-Pierre, Mons)",El Apocalipsis: La Batalla del Arcángel Miguel,"La Virgen de la Corona (Iglesia de Saint-Étienne, Huy)",San Pedro y San Pablo en el Jardín del Edén,El Corazón de Jesús en el Trono de Gloria,"La Virgen de la Virilidad (Iglesia de Saint-Martin, Liège)",San Pedro y San Pablo en la Ciudad Celestial,"La Coronación de la Virgen (Catedral de Saint-Bavon, Ghent)","El Cordero Místico (Parte del Retablo de la Catedral de Saint-Bavo, Ghent)"
Bélgica,Pintura,Arte Medieval (Gótico),25,Completado,,La Virgen del Cordero Místico,El Retablo de la Virgen de las Tres Cruces,La Adoración de los Reyes Magos,El Juicio Final en la Iglesia de Saint-Géry,La Crucifixión de Cristo (Retablo de Saint-Bavon),La Virgen de la Rosa,El Martirio de San Sebastián,La Virgen de la Catedral de Lieja,El Altar de San Juan Bautista,La Virgen de la Catedral de Namur,La Anunciación (Catedral de Tournai),La Crucifixión de la Catedral de Saint-Trond,El Retablo de San Lucas,La Virgen de la Catedral de Bruselas,La Virgen del Rosario,La Adoración de los Pastores,La Virgen de la Catedral de Lille,El Retablo de San Pedro,La Virgen de la Catedral de Ypres,La Crucifixión de la Iglesia de Saint-Sauveur,La Virgen del Pilar,El Retablo de San Nicolás,La Virgen de la Catedral de Ghent,La Virgen del Altar Mayor de Saint-Martin,La Virgen de la Catedral de Mons
Bélgica,Pintura,Renacimiento,25,Completado,,La Anunciación de Van Eyck,El retrato de Giovanni Arnolfini y su esposa,El cuadro de la Virgen con el niño y san Juan Bautista,El altar de San Juan Bautista,La Adoración del Cordero Místico,La Virgen del caballero,El retrato de un hombre con sombrero rojo,La Virgen del caballero de la catedral de Bruselas,La Virgen de la rosa,El retrato de un hombre con sombrero de paja,La Virgen con el niño y san Juan Bautista en un jardín,La Virgen de la catedral de Tournai,El retrato de un hombre con sombrero de plumas,La Virgen de la catedral de Lieja,El retrato de un noble con libro de oraciones,La Virgen con el niño y san Juan Bautista en el bosque,El retrato de un caballero con espada,La Virgen de la catedral de Gand,El retrato de un hombre con capa y sombrero,La Virgen del jardín de los deseos,El retrato de un clérigo con cruz,La Virgen con el niño y san Juan Bautista en la gruta,El retrato de un mercader con monedas,La Virgen del altar de San Martín,El retrato de un noble con perro
Bélgica,Pintura,Manierismo,25,Completado,,La Adoración de los Magos,El Jardín de las Delicias,La Crucifixión de San Pedro,La Anunciación,El Juicio Final,La Piedad de la Catedral de San Bavo,La Rendición de Breda,El Retrato de un Hombre con Sombrero de Paja,La Muerte de Acteón,La Cena en Emaús,El Martirio de San Bartolomé,La Virgen y el Niño con Santa Catalina de Alejandría,La Adoración de los Pastores,El Triptico de la Virgen de la Misericordia,El Retrato de un Noble con Perro,La Escena del Calvario,La Visión de San Juan,La Batalla de los Tres Reyes,La Plegaria en el Jardín,El Retrato de una Mujer con Guantes Blancos,La Llamada de San Mateo,La Asunción de la Virgen,La Resurrección de Lázaro,La Misa de San Gregorio,La Escena de la Flagelación
Bélgica,Pintura,Barroco,25,Completado,,La rendición de Breda,El jardín de las delicias,La muerte de Marat,El triunfo de la virtud,El gran pavo real,El retorno del hijo pródigo,La visita de la Virgen a Isabel,La adoración de los pastores,La escena de la caza,La familia de Carlos I,El sacrificio de Isaac,La conversión de San Pablo,La aparición de Cristo a la Virgen,La muerte de Sardanápalo,La batalla de Alcazarquivir,La escena del mercado,La fiesta de San Juan,La cacería de ciervos,La cena en Emaús,El juicio de Paris,La escena del teatro,La visión de San Juan,La llegada de los embajadores,La escena del castillo,La escena de la oración
Bélgica,Pintura,Rococó,25,Completado,,La danza de los niños,El jardín de las delicias,La vuelta del pescador,La fiesta en el jardín,El paseo dominical,La joven con el abanico,La cacería en el bosque,La lección de música,El baile de la aristocracia,La merienda en el parque,La visita a la villa,El paseo de primavera,La fiesta de los amores,La escena de la terraza,El juego de los jóvenes,La corte de la reina,La velada musical,El paseo en barca,La fiesta del verano,La escena de la orilla,La reunión de amigos,El jardín de las rosas,La dama del mirador,La cacería de liebres,La escena de la fuente
Bélgica,Pintura,Neoclasicismo,25,Completado,,La muerte de Marat,El juramento del círculo de los patriotas,La batalla de Fleurus,La vuelta de los exiliados,El sacrificio de Ifigenia,La escena de la muerte de Sócrates,La resistencia de los holandeses contra los españoles,La batalla de Waterloo,El retorno de las tropas belgas a Bruselas,La liberación de Bruselas,El triunfo de la República,La defensa de la ciudad de Lieja,La batalla de Mont-Saint-Jean,La victoria de la libertad,La resistencia de los ciudadanos de Antwerpen,El juramento de los voluntarios de 1794,La batalla de Ligny,La caída del rey Luis XVIII,La fundación de la República belga,El sacrificio de los mártires de la Revolución,La llegada de los heridos de la guerra,La batalla de Quatre Bras,La libertad guiando al pueblo (versión belga),El retorno del héroe,La defensa de la ciudad de Namur
Bélgica,Pintura,Romanticismo,25,Completado,,El Grito,La Muerte de Sardanápalo,El Jardín de las Delicias,El Retrato de un Hombre con Sombrero de Paja,La Batalla de Waterloo,El Pintor y su Familia,La Llamada del Silencio,El Sueño de la Juventud,El Camino de la Vida,La Víspera del Día de San Juan,La Música en el Bosque,El Retrato de una Mujer con Perla,La Piedad de la Montaña,El Fuego del Invierno,El Despertar del Amor,La Llama del Recuerdo,El Silencio del Mar,El Canto de los Pájaros,El Viento del Norte,La Catedral en la Niebla,El Pueblo de la Esperanza,La Soledad del Artista,El Refugio del Alma,La Lágrima del Tiempo,El Camino de la Memoria
Bélgica,Pintura,Realismo,25,Completado,,El Jardín de las Delicias,La Ronda de Noche,El Retrato de un Hombre con Sombrero,La Caza del Jabalí,El Jardín de las Delicias,La Venganza de los Peces,El Desfile de la Reina de las Aguas,El Sueño de la Muerte,La Lucha por el Pan,El Jardín de las Delicias,El Vendedor de Frutas,La Fiesta de los Pobres,El Mercado de Antuérpia,El Retrato de una Mujer en Blanco,La Pobreza y la Riqueza,El Retrato del Pastor,La Carga de los Lanceros,El Lamento de la Virgen,La Fiesta del Carnaval,El Retrato del Hombre de la Capa Roja,El Camino del Peregrino,La Cosecha de Maíz,El Desfile de los Cazadores,El Pueblo en la Fiesta,El Retrato del Niño con Ganso
